omega_a,omega_c,ta,dic
2.0286774939381824,3.19492282153727,2241.233762823643,2069.1405648566792
1.8666376202251835,2.9352855577800763,2016.9967446226372,1853.351901971659
1.985375924835998,3.123470371291683,2168.150393120391,1998.8393813257815
1.9048790711240298,2.9977961545682295,2165.1087180231325,2003.5870562152932
1.9584940774633608,3.0837299250563923,2239.936733325417,2075.748256626164
1.981756691287732,3.1204059711811483,2271.0563393914467,2105.5189029560474
1.998801228487393,3.1486704721790963,2303.4100270531544,2136.8441504539974
2.069522079914618,3.2605804445035718,2356.4676330547695,2184.500781477623
1.9868062636489583,3.1319595943071743,2357.7934455591685,2194.0009622547273
2.074498805267197,3.2703618023044707,2403.514212047743,2232.3754053480707
2.0952198709847925,3.3029467510906905,2428.7120251555093,2256.6811314098804
2.082793187702955,3.279935312328807,2440.6337491253994,2270.8554146992587
2.0919973842098774,3.295334467612804,2462.134620125462,2292.0567578947416
1.853863301708673,2.923291838587266,2189.829010797055,2037.0184948975855
1.7415334128841076,2.7456749784732595,2125.16156141103,1981.6807474285822
1.7027201806738899,2.6866255530397103,2092.0655549579315,1951.7393442649084
1.7654669637741887,2.7819417811328724,2155.6738681561874,2009.5042133332179
1.869418575640056,2.944006239180779,2210.0444204122423,2054.668114174818
1.859167084777998,2.9283339023331387,2210.749183967895,2056.382609410427
1.9472366329269846,3.0686811784864334,2289.941844552828,2128.1877518238293
1.8811268490691202,2.9646350632545815,2240.414464579821,2083.457876989193
1.8997393889393726,2.9960486879347488,2275.072553156369,2116.9988703983013
1.7570220358460142,2.770903804904528,2169.599072966846,2021.763545025809
1.9626622195223637,3.094543891009865,2286.61002832334,2122.2559338356978
2.103028472788226,3.3137562355044228,2345.9278478997912,2169.9191186156017
2.1649001885856927,3.4087066792009044,2341.8256397876935,2159.796154523847
2.0040389200284277,3.148629014120281,2169.481996147474,1999.7114416399827
1.900864075173286,2.9886627183756933,2120.2069805599917,1958.8872225485354
1.8793926023607663,2.956186936105585,2136.1286029369717,1977.4167760784733
1.8507546958816417,2.9115747392667877,2147.3917960664053,1991.4342244958345
1.8345581114371872,2.8855557571588144,2161.9192780997246,2008.1166521092914
1.915380021403489,3.0180260085346213,2295.786132907438,2137.702464806652
1.9450089530962058,3.0652198512946036,2318.0649655826605,2157.2765057623806
2.0524370003340686,3.2359906274040746,2428.8818883528934,2261.2780886726455
2.0167764993276935,3.179730759834448,2415.6612169307964,2250.8314887702086
1.9826100319071758,3.125873892210182,2363.584244101573,2200.307683434761
1.9949741228754874,3.1434790217959323,2390.814224663503,2228.2473428582707
1.9386818514693256,3.055007529872799,2272.2798422252804,2113.3103080661226
1.8067321795646558,2.8497869272189087,2157.237504523765,2009.8411864350103
1.699029335364581,2.6814449054659772,2055.690918505846,1915.6777568952496
1.7283557076243599,2.72565007140983,2125.4933244843305,1983.818860378643
1.8965377177712317,2.987746464043871,2254.9976724622707,2100.087502674606
1.937672654684541,3.0517443654601166,2250.1588909423226,2089.8099171780314
2.02547113068222,3.189110610024315,2298.051527871972,2130.552316242003
2.020173408416336,3.182724436242294,2333.399639806883,2166.0348057906567
2.0554598393650334,3.2395636807564734,2351.9018371852794,2181.301488835458
nan,nan,nan,nan
2.0127205126090586,3.172609559529394,2264.0754603440723,2093.901524458146
2.0751202987590576,3.2713357390255635,2336.635352533944,2163.0354420756607
2.185908671927996,3.4443026203114946,2375.6444204718523,2192.462208341495
2.2660265067627363,3.557874439486525,2254.745871003593,2062.263711496585
2.084814775556165,3.2718027811553165,2167.0414279305423,1990.406317359425
2.0116262843395956,3.1598895103178983,2148.173039452677,1978.563088717187
2.0134779569585772,3.168763097473124,2187.946253640197,2017.992778779437
2.1933057107417095,3.4480640069636355,2333.6518814668457,2151.209635530534
2.1566828446230266,3.390669196946327,2380.231322891251,2203.1684558863394
2.1250790050486192,3.3433584025564436,2393.8011092224974,2219.0470333277826
2.1465190573585824,3.379088955936627,2427.491231735953,2251.614223396318
1.9595619869899428,3.0856636221785307,2296.92723177064,2134.411938813138
2.109787135639705,3.3247387891849365,2435.182834417315,2262.291435263547
2.1595019115766365,3.402408652668541,2454.5182297274237,2277.9583091771183
2.290384219811202,3.6047887248341,2454.262078519125,2270.111376553765
1.887832754755349,2.977781184803385,2178.3286986340777,2024.1550342740038
1.8754021843341455,2.956001801664867,2155.1776873030876,2000.8540170327306
1.7584047397630698,2.772807182326238,2078.2396173765724,1933.6907373616646
1.6532252050856473,2.6084089498655723,2050.2317637677297,1913.675651894404
1.767204639319252,2.784360201050092,2172.747921654498,2028.0828492226992
1.9666570766947877,3.0965789907835806,2278.707286841475,2117.4666129515203
1.971548087797201,3.10378794779729,2273.8600670782853,2111.5361886180913
1.8802880352692501,2.9594842406007853,2199.989522778392,2043.0632952206422
1.9169131944720057,3.019666806055219,2268.9270032806116,2110.5102486869623
2.165270688978419,3.412059064789719,2421.434230212188,2243.5804346365962
2.1793346070134505,3.4289832680005565,2383.1379052910934,2202.5907372952756
2.3788935263248714,3.7392985511770283,2435.1766883181713,2238.477790087558
2.2127254219425514,3.4766256112897898,2271.2658355612707,2085.215351194584
2.22879200510197,3.5014757314892844,2238.8801892400556,2051.9607301984647
1.9686086084582164,3.0985716197015765,2094.664670733953,1929.0780078594616
1.9173070536747252,3.018502793810056,2117.3116994496795,1956.3396411949054
1.9256377260051902,3.031000988940604,2204.6878933852386,2045.6697831614315
2.0269567361030414,3.185779410921467,2266.6809360529855,2098.971590046735
2.1104430959703544,3.3170041624809827,2355.298743785719,2183.0353802438312
2.1038831731886805,3.3096112787593825,2415.0388894233197,2243.9744685405076
2.1480012394577734,3.380084923933173,2424.6864929790954,2248.9607553290507
2.1809368972666556,3.4321851411401414,2453.3484216720217,2275.2432920738265
2.1200663017708967,3.3339614237909236,2388.3237140256265,2214.169856934174
2.194163929915038,3.447517096278068,2414.7103314593237,2235.4716184535164
2.086222310622878,3.279594638545035,2348.563455766878,2179.6171682751287
1.9286492152988475,3.034962667057818,2189.606695875316,2030.7695534474806
2.0002445767842865,3.1509814672261687,2206.522245786748,2042.0229444402075
1.7958320678016884,2.829266434552449,2103.8739135136307,1956.1203895223155
1.837462932948812,2.892677178753282,2157.4734541471507,2005.902396244194
2.139512205880074,3.365252377915879,2251.585205685808,2072.4824576755136
1.8887869073195314,2.9720130928478805,2150.0818537215864,1992.8702363796133
2.0660473433997217,3.2495017137413367,2334.003023480236,2165.821107186185
2.0145772321982647,3.1677297619603535,2250.9063786486468,2083.627441547874
2.0762808164828814,3.266445565088568,2321.301419634419,2149.964738849175
2.0919326960992,3.289696907235197,2326.0397022585116,2153.1104568345913
2.098979031128093,3.29974753097059,2304.257256550803,2129.4371826311526
2.1786747269392515,3.422565635332783,2317.8750823707724,2136.196089811399
2.2336972162707336,3.5097560423402783,2308.935143210459,2121.7800100123086
2.138567819340915,3.3599496437849865,2242.5239462769223,2063.7316514958916
2.0080138427642416,3.157764176654845,2193.9909816266627,2027.7514428614952
1.7832940189566342,2.807189139694425,2088.155403259613,1939.714331312115
1.8665879214701566,2.936144805584185,2260.189868235778,2109.438610201331
2.0743286118497783,3.2593899451874018,2351.7660823670453,2182.9508305083073
2.0344862263045878,3.1972661260294,2336.316546814294,2171.145163104527
2.106641313780304,3.310810476777817,2433.4347026511027,2263.4933323444347
2.2677856363284117,3.56537258420406,2496.7801497094015,2312.9873518243835
2.351793030305214,3.698283811507766,2589.105336691551,2400.595263908859
2.248922636725884,3.533649141039858,2483.7554054816815,2300.7564030725475
2.2050948015190373,3.4640904088906,2428.7854485094576,2248.0493283426545
2.066280366961077,3.2460396645178986,2327.859897373659,2157.728123164732
1.9367790470933155,3.0455783894934254,2205.310609535797,2045.1851803713794
1.7824209245564546,2.807595590900627,2110.1141034886,1963.4861676909322
1.8603830710001565,2.930514113640598,2173.46758999551,2021.3835213015486
1.89966918744255,2.988814110426338,2220.546075074538,2065.0878667188153
1.997246634088837,3.1412340696234677,2258.6934990525465,2094.7849211550033
1.7702566311976287,2.784561133258823,2148.13077290011,2002.8774506766172
2.053977151705455,3.2312441535361707,2356.8381451089876,2190.326723433732
2.07565707040103,3.2635510542084396,2348.4141380222127,2178.7274226887425
2.0013745766877786,3.1465983890754248,2302.8133648835037,2138.3390118550933
2.133973569687086,3.3550839911359334,2392.4707874965143,2217.973167333967
2.1494001919576595,3.377970685462979,2386.5695500980205,2210.092571915848
2.146200176235983,3.371830948183511,2354.1035814399434,2177.4145613894198
2.0999662945150277,3.301140945367368,2321.0489420245763,2148.2378993854463
1.9676110403725486,3.0963170306202272,2217.70281413587,2055.6189028730296
1.8425482820072336,2.9029127750200687,2157.6181110299704,2006.841511327025
1.9162211654378762,3.020818507304819,2311.518778986143,2159.3829041468675
2.001483961580123,3.152528486974338,2383.9957775934986,2225.355554340697
2.0215645989483586,3.177223022497593,2357.422489672635,2194.3150932950653
1.820360588170042,2.862430343658941,2252.5482184548455,2106.286314220111
nan,nan,nan,nan
2.0111194408872928,3.1635740645221317,2321.4700148811403,2157.4834336802683
2.1084043520740363,3.3150695710723816,2398.159255603308,2226.951796663977
2.2065205732114803,3.4686432804770804,2463.326108833859,2284.7182588724145
1.9890246357759305,3.127613453643123,2355.442927679745,2195.9567634220207
1.804660410523923,2.84287138522866,2229.9322364899367,2085.88532367929
1.7057798011496437,2.696271326912876,2156.6097830361964,2021.6260652682815
1.6474168551648993,2.6053838736035537,2091.3266289068815,1960.0071338046928
1.7092447630507734,2.695459145033466,2165.2675871023316,2028.5601924788327
1.7280732244074681,2.7182544840498553,2121.197105314082,1978.8537240551154
1.8815048013058073,2.9598789075136143,2236.8321545717786,2084.051087545587
1.929437165473703,3.038162561943453,2262.8104032895717,2106.82054311175
1.874280492389604,2.9499911440320314,2215.1532511976384,2062.075472452599
2.054062409706952,3.2329767746047406,2362.39476487276,2196.6356540714387
2.051156393067287,3.22467378328049,2347.444643099576,2180.4867339693114
2.0747289135430944,3.2606508317036784,2363.6533685949753,2194.744911173865
1.9966264205519646,3.1384300932896663,2348.120169548054,2186.5079100615485
2.0509333692310263,3.2228463586718994,2355.7798514646665,2188.6232823990026
2.1646563194225927,3.401486100848605,2374.6589873901844,2197.0964020884276
1.977405503481691,3.113063936819489,2244.351283822725,2083.498524695744
1.8301388790881539,2.882697009087984,2176.0886316333117,2027.4799353203107
1.8984567042552036,2.9908167637404555,2303.6841272857882,2152.639022193322
1.9641784000952454,3.0918166107722365,2335.4649814116997,2178.443255630099
2.146894198960084,3.375349823716445,2505.0715325018577,2336.084148210237
1.9451720471444547,3.058718574887278,2363.500883598254,2209.571310223335
2.032024495471604,3.195659258528817,2453.6806927122907,2294.441130651092
2.0720938972024716,3.2584437294347386,2489.45725932637,2327.0620489060775
2.058734851834545,3.235949042256632,2435.643778717115,2272.216472062511
1.9393613269957088,3.048829248215991,2310.211166125421,2153.795038232521
1.7725680853422334,2.7863301450196865,2183.559517561678,2039.3977887817487
1.8817165545877104,2.9665314924428805,2220.094702946389,2069.382830874228
1.7738147947833016,2.798232952470365,2084.892527655101,1940.1294673632008
1.6976964865112978,2.677559295506625,2028.9011479118508,1889.6344908396352
2.0886180522876416,3.29200477409751,2149.2402094368404,1974.1581463705807
1.8144188461762483,2.856194469151303,2062.8032051317045,1910.178749061246
1.9829187463062834,3.117208774678594,2175.9868111197147,2009.2561953240886
2.162545302469587,3.3976526283334927,2285.6989571368795,2106.124154134497
2.1489211257445056,3.377027770696645,2294.6669050682844,2116.5812885461437
2.0851188012747985,3.276804336715271,2246.406426110928,2071.7899486257243
2.0746399058727776,3.2597981611199804,2266.4225383689177,2093.3825389725603
2.0406705227944406,3.206898812763572,2289.2451947215004,2120.4189561829594
2.1611510118671022,3.3940108019825153,2345.088354075541,2166.3116663973856
2.087312797074515,3.2781721554520633,2317.205692112139,2144.8510621062974
2.1550721081093913,3.383139318704486,2265.9544696087887,2088.2350653309195
2.056721681112263,3.2333101828599915,2218.3994850456447,2050.7597981694707
1.9047199664611174,2.9966784181739974,2169.8711016461525,2014.727967027711
1.895284901487186,2.9827219879070253,2272.2190005383463,2120.9214382461064
1.9063521070165106,2.9957998508879546,2285.1543412439123,2132.9623230604557
1.980995123876169,3.1126528154248088,2310.6229555982272,2150.9006091647616
2.0520532953128194,3.221947714603354,2402.8389250820283,2240.1574580013985
1.937781421217283,3.044241835846547,2331.736822015614,2177.617001470891
2.0011676871258133,3.1435227572597175,2398.027352938969,2239.901070852029
1.8858494489704367,2.9627778395360935,2297.973135619336,2147.367476637276
1.9442181173036692,3.053671264245024,2265.438425349209,2106.878564547556
1.957632873814898,3.0740291343077883,2220.7910301541474,2058.398731945303
2.0712048476255873,3.2585847186662273,2200.5778037828704,2030.7114099029607
1.9295651296324745,3.0335517113039563,2108.722177847178,1948.226253677875
2.17445883525156,3.4176023386553647,2189.5386396963013,2007.2246720051473
1.8781048695400198,2.949585052600549,2011.678537674913,1848.616777696775
2.13535712716507,3.351870962149972,2170.5814250829676,1987.6490177173114
2.1633262709997836,3.396890734612365,2233.7678553863425,2050.479670628995
2.074378396136151,3.2572947769647427,2217.9700420333775,2042.8231669951383
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
2.3042727867935895,3.6164726639496343,2413.2095124504003,2226.010677801875
2.2694915782059115,3.5575273085962245,2304.3974474006272,2117.8763970977293
2.0035502109570418,3.1450120051394115,2130.2719170522078,1962.3533081998646
1.7114942814386838,2.6898260100293205,2100.9062413296024,1961.274704290907
2.1002731173679305,3.298004953696451,2341.6719045296936,2171.1342271459553
2.1552054249032873,3.3806642262673035,2402.4957995530167,2229.0124824829263
2.0513429926546043,3.2184960736745007,2290.0382595624696,2121.9310289292393
2.247575478922054,3.524812941363929,2455.1933908764554,2274.3636104957463
1.9043319988746126,2.9864026149320737,2180.075616199975,2022.1690609986808
1.8519615292799556,2.9065337020493764,2173.326978664886,2020.0215939388065
1.93331050910679,3.0311698791872383,2190.8340188795687,2029.9348319967617
1.979817574399332,3.1068951469174233,2173.7522737426816,2006.4868558794212
2.1159955209380583,3.319137847200616,2240.4325285204854,2062.1265792358126
2.2601060223145066,3.537858650208483,2146.3099232112754,1952.7428757693183
2.1437196830195377,3.359314793835583,2066.6478404230174,1880.470745491913
2.0235254279604553,3.174266049400152,1994.6012967585048,1815.5095051431683
2.0596589722698604,3.2319115383357127,2070.9013117427135,1890.8560580651704
nan,nan,nan,nan
2.1577949531190077,3.386760604271228,2278.989341303427,2097.3159756737946
2.448334785324599,3.8389541575230304,2446.960371873492,2244.1447055209374
2.1594373780414577,3.387339446777865,2276.616083440609,2094.981980188244
2.4315921799173323,3.8147920720711594,2445.6348293510882,2243.7898391013505
2.101737198661571,3.2983014910092665,2304.4359240597364,2129.669123836506
2.1372891736936745,3.3536610655664094,2329.5538043967126,2152.1336138826155
1.9751956891263336,3.0997126879391104,2263.0928493174147,2099.334336702931
2.124561476311654,3.3317243550642104,2345.0527855379923,2169.894302383639
2.157327033227405,3.3832153863676346,2378.030811797827,2201.003321209991
2.435330606979533,3.8134232135717143,2553.0736180768704,2356.8579860850814
2.327041232022918,3.644182621677406,2510.144641641042,2322.5203124593722
2.3566709880109027,3.69309034797966,2571.304706345837,2383.203816646329
2.3319316179623266,3.6541263796041306,2509.5064773930153,2321.381807591296
2.1050634511383968,3.30078114035721,2385.3016019126644,2214.444976158189
2.0373068796114433,3.19389370279705,2340.5958327889207,2174.7737913078267
1.981087141263227,3.1078649893432457,2271.272850670998,2107.657632570274
2.159801871163068,3.388278483948118,2383.2351063155306,2205.680755746512
2.132772413959472,3.3465193481441196,2341.8331055130548,2165.036676533061
2.0895103724002917,3.2771623221716193,2300.8196963631854,2126.8748151660725
2.298951333646729,3.6048582260948003,2379.3515652975807,2187.805032092464
2.2351862278977808,3.5042512881964245,2300.2229129781695,2111.7505078509125
2.2718847644833655,3.5568860191584806,2271.162762659974,2078.495229544193
2.120608587554755,3.323731454874796,2180.9184125802894,1998.7494002115511
2.008590322288312,3.1513503020639013,2193.041045862377,2022.5652836616694
2.0169345242720462,3.1650323907821334,2270.463861696527,2102.5878455411776
1.9306438540485376,3.029375991684081,2227.9528000569517,2067.029946392792
2.2172055624607245,3.4760772151217996,2377.4389162410685,2193.914946119311
2.177436966625285,3.413976744611183,2350.333280767915,2169.6325999870105
2.110252154519361,3.3101591555649197,2316.084891077366,2140.4684736518807
2.20811943739786,3.4650023529992677,2419.8742052971406,2238.4998840028056
2.283159285406037,3.583127527465229,2505.3061898742567,2319.7048495289378
2.3319972261206865,3.657350939917586,2553.2543501988544,2365.335846173996
2.1455758862475305,3.364090554192742,2426.305133601563,2252.1788698734704
2.33321608288013,3.6539949816953943,2490.9368827679755,2304.015513898092
1.882246652606602,2.9505030958980565,2152.102731637051,1996.5546485800587
1.9270770313227101,3.021079786194203,2233.8448748001015,2075.433146580846
2.2416266929546,3.513538822354764,2473.632575732661,2293.0373797160864
1.9890653107545697,3.1162368484585654,2278.7245428149618,2115.6595238374316
1.9353584152867827,3.031691799740579,2242.815047538527,2083.83244365859
1.9081193460589494,2.9878769630014173,2180.921016623416,2022.322068903603
1.8052166206442934,2.830219996121433,2199.200366515334,2051.492995641741
1.9954560980793263,3.1292209867485217,2341.60414210508,2179.6978611232175
2.207153517788516,3.459246297416121,2368.640396696122,2186.3631980739065
2.0206383024836527,3.1696050371420887,2196.462904061615,2024.75818873161
2.29232260882685,3.5935450780348432,2368.0880922521947,2176.6914593369297
2.2850298638912414,3.572494508188934,2255.7693155606216,2062.0961741496067
2.1705622354545744,3.3911729454457373,2166.8026999090484,1981.1695352287052
2.212367979220899,3.4570206838220745,2152.8438911413186,1962.1373257156538
2.2057515881064593,3.4529787955393996,2144.8107574743804,1953.1728631023332
2.1766995274133993,3.4037940971871032,2112.9885457222595,1923.8159429669033
2.20783920269518,3.451050662511535,2188.779922860882,2000.0607480114584
2.425789526240757,3.798461714007991,2405.40954962051,2203.630252765673
2.1733291402686152,3.4016891694008886,2273.833165260445,2091.826571833485
2.187976147520459,3.4315491698400864,2347.495208276214,2165.8938005328378
2.390990831626733,3.7483706418893794,2544.7504861399707,2351.3156561336336
2.117423257449632,3.3134038228128646,2343.669442781664,2170.349642998304
2.2630212457387344,3.5370700120126966,2365.418148617944,2179.8960441602044
1.7510809246283916,2.7360527281028904,1958.3207747370882,1809.5259527639896
2.1310265319871857,3.3355422687655896,2259.617541736564,2085.531811378572
1.8495856379634894,2.899683284969708,2155.9767988075882,2004.9391319266774
1.7636699528408482,2.760713523218874,2104.742791825553,1958.65400838805
2.065536958536473,3.232693801726871,2288.513879057467,2118.7133724692335
1.7619964809406272,2.7574391690351496,2113.5545839654146,1967.8696773390561
1.9003362939855042,2.9731470652114496,2224.207227890704,2068.962016980257
2.082212577112223,3.2591310849674056,2292.8722492386173,2121.7160979080227
1.6499879073672987,2.5833754038736885,2048.2800384781767,1911.4151532909398
1.7931431257406258,2.8092523846103807,2092.2193289774305,1941.174638087521
1.2597801615058373,1.9755275415672995,1727.9302800462124,1618.3156171412043
2.038402261152254,3.1946331145643962,2224.7038579891364,2053.2364691292523
2.110276873552447,3.3032022062528203,2173.4399282263657,1993.2647678910753
1.8174264344051074,2.8369944262788933,1912.540184998556,1753.0560200825123
1.8744820172652843,2.9266422082149526,1896.682120351676,1730.0349328068498
1.7514936944538113,2.740873963687279,1865.583568841514,1708.6262492852832
1.7804570550707768,2.7830950026459504,1913.3588605892282,1756.3933809311482
1.5804410330499794,2.471556634030404,1827.0512799396693,1687.5803672210225
1.7677340866344171,2.7664784169943277,1992.8864518763546,1840.8050349625594
1.8975610587769967,2.9690612362057376,2139.060436850734,1980.3456795775787
1.968567346164404,3.078053557468478,2199.0349817302567,2035.5741166763019
1.9245649915724503,3.0149452159694987,2268.6772879506852,2111.8658984380095
1.6581455220910695,2.592903340575753,2055.0573843343755,1917.7016842130606
1.9925836659455871,3.113228752395717,2257.240997680769,2094.370870409136
2.084342894391872,3.2561369150201167,2206.07356904238,2033.5048481494887
1.7918145036108986,2.806881301436194,2114.275088027777,1969.4191346009532
1.4304060570574115,2.239855336188833,1785.3092478757576,1663.297167764936
nan,nan,nan,nan
1.6615019508652678,2.6029792550844566,2059.958639218869,1923.355041813574
1.6941207574611006,2.651540823502995,2056.789771554711,1916.2751722311052
1.5899640985484869,2.4875646986653903,2015.617468140322,1884.7343355689793
1.4585362830641153,2.2833918152100745,1995.901055619476,1878.5693811537067
1.9512480559715013,3.055496321661905,2339.6028461142514,2184.407290843328
2.112474476703306,3.309437149603068,2453.2132142806267,2285.797839156651
2.0048735979045422,3.138774689723666,2345.2717848563566,2184.4722884118473
1.8623662436255175,2.9106120244450526,2113.685416969794,1958.632804841383
1.9606802595426687,3.0613511423833213,2104.105826821824,1939.4101513617723
1.8460892941371638,2.880577616594336,1907.1409047877798,1746.0898440801977
1.901376997959907,2.9678025472937306,1948.6670732724936,1783.8522145256134
1.9026033421311723,2.9759143626398257,1932.9869187307877,1765.2606183399146
1.661274071324269,2.60159258362349,1841.0068325207014,1693.4426258721533
1.7165833595862647,2.688766857459514,2018.2885876233272,1872.8464695124353
1.9349708190865489,3.029015789270575,2226.8407658375395,2068.166869802602
1.962857859886404,3.0721091266921468,2243.993284198032,2082.903581940693
1.8769485943361182,2.9435512520736022,2274.9192262048136,2122.957275151081
1.7761200249826588,2.785567210664876,2264.604369307768,2123.014689624621
