omega_a,omega_c,ta,dic,ph_tot
nan,nan,nan,nan,nan
1.384472371988604,2.1581179228953573,1800.0080570856728,1679.9257897052946,7.868822005973091
1.1285240909821141,1.7597105480694344,1588.4350133552905,1487.4939774132622,7.834465302725209
1.1455148479415551,1.7887646752694049,1644.5528551535226,1544.1194423958632,7.834271880767407
1.0648562720140857,1.6550717777263766,1524.1309277491562,1429.1797610412577,7.802351773237296
1.1398370011567724,1.7707517021550265,1601.3247055789714,1501.4759155545148,7.807808355277444
1.2483482856495187,1.938078230003089,1687.563244806251,1579.5082004407648,7.821573975377245
1.2152183662921123,1.8859208087887283,1738.4267490847894,1637.204468703236,7.791294404897938
1.2930420104664342,2.010823239016462,1904.9655712005535,1802.316087529738,7.789444805037552
1.2932548116825309,2.0135157311209735,1959.8751718189399,1859.2356295176864,7.784705837003508
1.2010321601576872,1.8725363323764777,1963.4787960895596,1872.8703245030586,7.761829470466162
0.9907887130578675,1.543622646051902,1717.8981237344221,1642.5088959758366,7.724171795408554
1.233603101010913,1.921602128771198,2005.7988913547865,1914.7085119648516,7.7530619758764825
1.1326002697204716,1.7661292874831451,1848.9065929813542,1761.6082553912343,7.760329081682142
1.2780317045464005,1.9886364018125127,1887.2065752945896,1785.234877249888,7.792202411893512
1.231340887449469,1.9230330958721542,1838.4260218251127,1737.683941216385,7.814770821754549
1.118002333269101,1.7459088207193216,1737.5509604031513,1645.2676662670435,7.796923880659055
1.2497406591854079,1.9462638341556173,1817.3861965273334,1714.9118902831563,7.805592345235844
1.0216233783382587,1.5886370574951731,1550.5212888958567,1462.4493509588347,7.776690561031027
0.9158314242153128,1.423910327531569,1373.589414319157,1289.1342425749283,7.782603467763499
0.9687694309163377,1.5110491093499312,1393.1323651210398,1301.0895555174081,7.8286523841211935
0.8860268132691553,1.3807766767672525,1289.3983122414104,1200.5750849031726,7.826993327136417
0.6793654802363465,1.0620019108933183,1124.0550971706148,1055.1651837727736,7.777107686068745
0.7459749829577462,1.1659710072545066,1214.4529129745536,1141.464124195223,7.784467862148231
0.7714866861703273,1.2061547946964017,1266.9550209813751,1193.6468682466345,7.780930344989332
0.8061958196976521,1.2600417125404324,1321.9742120055578,1247.366497219436,7.778200689835886
0.9332860498222595,1.4531943801273521,1329.0080593038506,1239.013620950827,7.818484145377652
0.8997005785147669,1.4045202471402223,1347.0583462114562,1261.420647923392,7.814043568895883
0.9237550482638073,1.4443975261728779,1379.2177337890319,1291.300112274118,7.8294063603692345
0.6972752085587366,1.090628158661351,1244.7479961991132,1180.9381395946023,7.742760232231833
0.7282122026556337,1.1312604952826242,1250.5043532432833,1185.1539980921614,7.710581339220966
1.0537135059030824,1.63781804569996,1595.4000738781588,1506.3450973430433,7.77240328172409
0.9113708836036007,1.414851654346326,1425.5495413368938,1345.4622702851464,7.750996864127563
1.2379482079739477,1.9291297634434759,1883.5588954276857,1785.6507841730754,7.787779447478019
0.8643629896079867,1.3504788097522464,1528.2547230798557,1457.8598340604456,7.737933251741163
0.8152476293356449,1.2759866373071307,1476.7355842907673,1409.4313060746413,7.740630945650838
0.7521337779304541,1.1773083909768152,1427.201630347395,1366.0204430344888,7.7193102691722455
0.6738764826151811,1.0554876467273795,1398.692252295098,1347.2640152470553,7.681856025932876
0.7887395114284892,1.234620663123379,1436.1523566013352,1370.145202719829,7.7394907186052775
0.9568853798265611,1.496493335369255,1599.3379956943895,1520.136350487877,7.771322406942801
0.8732405989600468,1.3612711036932996,1405.284013114236,1327.349749119478,7.767542398295905
0.8831876613043468,1.3750956003487669,1429.9905877444182,1352.786070892545,7.7547955432829845
0.9875421752573327,1.5376031355015665,1445.1073140967342,1354.8915402271166,7.804118797907402
0.9661825724744776,1.501609628463811,1370.7877285134339,1279.6135350850825,7.807252166073834
1.043934795243343,1.6194912895289935,1336.7583031887857,1233.7979719125312,7.847174830357557
0.8846485281501446,1.375773320181079,1173.5364683537134,1079.9812472462984,7.849519784217614
0.6580333797701358,1.022976588658156,1012.0282702707076,939.8359988537579,7.777268146716763
0.8427165011437645,1.3176458851133372,1257.563033291476,1173.5800515094104,7.82859490515319
0.9194908320302105,1.43893580222975,1339.2851852738409,1249.4395218247291,7.847079114665351
0.8107221340577009,1.2680854355271431,1293.7904974292826,1216.5904485683182,7.797109372724286
0.7069080046262195,1.1054928452240613,1216.726163489755,1149.7275969451518,7.75950268552401
0.7550990334737914,1.1766019044761613,1211.0346813316817,1138.0027872283063,7.766489088939153
0.7811599462507519,1.2177207677155908,1246.9555653314128,1172.1762072933896,7.772455897153906
0.6962177979219792,1.0882764927429112,1203.5256832561345,1137.1430641471304,7.755906140489127
0.7448174574881585,1.1623213838577586,1295.7830217009157,1229.1774307336802,7.736517876891153
0.9215343740617419,1.4354885789035328,1470.8073431471944,1391.012815682704,7.7628279485981215
0.6901413094295429,1.0736734630631504,1237.5185205173984,1176.2662765259577,7.700946014725772
0.8272702953340857,1.28575727399058,1368.8401148700125,1296.581059127841,7.730939180916206
0.6142650703414947,0.9561022887308115,1194.952991121522,1142.3849990325607,7.665666929648943
0.8180603716640573,1.2745568953321862,1395.42116791809,1325.1827469984685,7.732928588954086
0.6440338962777036,1.0058914732178588,1281.0349017448837,1228.4702493533978,7.677350148156702
0.6467030635457798,1.0112700417481042,1340.155167503281,1289.3974194271755,7.674038135782951
0.8964360883106001,1.3960676587258165,1519.2263963941687,1445.596585438549,7.732505556980576
0.951107099774671,1.4851846724467808,1565.0979604033819,1485.8361132432476,7.764868467600293
0.9089097117686049,1.4213911955674017,1591.309159145591,1517.9879768630897,7.749479574659068
0.9531652727590116,1.485455992910764,1589.9838425066578,1512.6077646421404,7.744069293107999
0.6849882727559057,1.0655392817560363,1226.7906940204,1165.7956358694037,7.699990651234662
0.840881966782728,1.309581096841743,1358.8294183984372,1283.1629259072042,7.7575989480305365
0.7757576370609345,1.2081606942522514,1277.0688249168575,1205.5586845360365,7.7489054190722975
0.807247286582984,1.2573277055414407,1230.2242548577851,1151.2800741271872,7.787530674996164
0.7246016101607052,1.1314115326927552,1167.1648139377398,1094.9383301657815,7.780230026187351
0.6846988505418947,1.0702518535369323,1170.6106358843529,1104.25060329499,7.758602861836432
0.7209201727643797,1.1274395122236236,1236.8710594753813,1169.3030752074114,7.759626442396383
0.5883484056751302,0.9202643805857728,1139.6959861190257,1085.8528653582214,7.704455746626993
0.7243257265912588,1.1328968862246376,1331.378312287368,1269.3735092656543,7.725082684024781
0.7310445607662834,1.1406385782040602,1271.7012301855443,1205.8838751469955,7.734085750108926
0.8591557894695298,1.3423792337533489,1486.4389755261564,1414.8852904009145,7.745456920729347
0.9114492577552563,1.4210295291366721,1582.1544513045246,1509.8928428640047,7.7271386494388326
0.8742643517081561,1.3623907472481633,1523.5958218147246,1453.307669939352,7.721695665377944
0.9662090991653576,1.5073518302981204,1690.445426120011,1616.5999406689502,7.727543729743239
1.1181812977463854,1.7430004487427773,1727.3297341115185,1636.3810521799162,7.780717434895388
0.9948696898913506,1.5528679440203232,1699.3521252530452,1622.046271282923,7.742417342211801
0.9252677388551972,1.4459794359161355,1668.9421449666588,1598.7504669645034,7.725237213661177
0.769028576944885,1.2028293395932264,1499.1834952964787,1440.622830876056,7.696735420038205
0.7108777341797295,1.1112044441836022,1454.4701258980886,1402.4467909404998,7.666990282826262
0.8142942685652037,1.2742781875264473,1662.82184821722,1607.2225673469268,7.6763917452671055
1.107487930511865,1.73326773607728,1965.8959027769167,1886.888387937861,7.7428506922909675
0.9477267940391721,1.4829494131044054,1821.8740373074313,1756.6183547311086,7.702871204417674
1.0542590550128337,1.6460410071116047,1893.3359960772655,1818.915506731272,7.717666699305531
1.1517010489197532,1.7981219280582652,1997.1908858571162,1915.466094020592,7.735068448605498
1.2374856782139787,1.9294488144247235,1966.6496385794667,1873.4947319109515,7.766666027115332
1.0894081381668421,1.6962754452544564,1845.309536907568,1764.916653488707,7.727120245410696
1.093541679689469,1.7059257829414205,1791.343615085294,1706.9214821820524,7.75572778979085
1.1309009335091655,1.7614145003533246,1785.2388950614716,1696.5075437202272,7.762302308942061
1.2170975825716759,1.8976369616752378,1843.9058737719454,1747.1155224829567,7.789494327539496
1.0673073098299934,1.6670549088463684,1638.280110930626,1548.2664545312684,7.797924391759286
0.8448426696422106,1.3217218104628792,1406.053572487401,1331.5739184425215,7.772545900618369
0.7119330738870567,1.1141105655264008,1384.530883010738,1328.0734991240615,7.697146739163456
0.7966393187735136,1.2475372835856775,1547.7589921037163,1487.9252453105803,7.704901074049651
1.0863881691254038,1.699879779920227,1813.7336450150526,1729.903150952197,7.7695789730111535
0.9170914849920621,1.4345556432260171,1701.1390285375232,1633.843965245528,7.71626472796269
0.7693921621479938,1.2039094491491287,1456.793058447132,1395.9069024696978,7.711392111314467
0.8033949225893542,1.25375917553825,1441.8159523404022,1376.6411037084056,7.7146887287622485
0.8249668351733661,1.2875921503639944,1505.4006490249897,1440.682563915529,7.708504757475335
0.9894612053995955,1.546220393398118,1663.124576590926,1584.5154237051115,7.756190861901091
1.0445941192649697,1.63079232285876,1761.4543381082053,1681.5614822238351,7.74625304093754
1.0515061292834322,1.6423437511090124,1815.1049309553757,1736.9356171302647,7.738381216458506
0.866044355780593,1.3540017625575316,1639.604053382722,1576.1079304774578,7.703007221164691
0.9331585591774453,1.4604003363869433,1688.9122545156551,1618.5761135885214,7.7315936716135765
0.7728282928366565,1.2096121758058684,1561.892668069934,1506.8024832655774,7.680338742996565
0.9143203717974874,1.4310686331769107,1754.4069313791467,1690.2144468952067,7.704115796569044
1.2012776835193053,1.88215195416381,2127.9227281463454,2045.1422315739999,7.749192920271094
0.8358692715954281,1.3084501854044748,1725.0256333509956,1670.037283321587,7.671501139459182
0.7642922927397333,1.196604535838052,1671.1874878847898,1623.6413529154295,7.644955634552262
0.8697444399916335,1.359247066527605,1684.0882073634557,1622.9670270543343,7.6878504277232595
1.3803947171408693,2.150102173286088,2124.1514061592925,2022.9339208793833,7.77098995160969
1.3263391316480233,2.065584019834144,2003.2835786732705,1902.0344314004458,7.781922124712756
0.9133104128041843,1.4185992994343868,1446.10008974754,1368.4867500197959,7.739334122169148
1.1139716310894532,1.7325316871422045,1630.6366143712282,1536.5599473766829,7.788492235263639
0.9216456017902641,1.4331901419447852,1397.9904685402973,1315.3895652180554,7.7715477108786954
1.242360535838175,1.9403810464540698,1695.4093057927287,1587.4947147490288,7.851597441349552
1.144075746039903,1.7902213956698632,1671.9930929309453,1573.7431586503797,7.833425298768957
0.9713227693782567,1.5204268352358483,1802.0972387016407,1732.8581372963977,7.71982703069655
nan,nan,nan,nan,7.715387711028832
nan,nan,nan,nan,7.683591451329
nan,nan,nan,nan,7.716480127499297
